WYBÓR 	WYBÓRC 	WYBÓRD 	Identyfikator 	Indeks 	Asortyment 	Cena brutto 	jm 	Cena jednostki 	Cena opakowania 	PUSTY0 	Ident. 	S_Indeks 	S_Identyfikator 	S_Asortyment 	S_Cena brutto 	PUSTY1 
2715	3.011590000000076	12.061889999997657	 JOA.ULTRA SZAMPON 400ML	5901018014124	KOSMETYKI	9,99	szt			=	22860	5901018014124	JOA.ULTRA SZAMPON 400ML	KOSMETYKI	9,99	
2716	3.011600000000076	12.061899999997657	 JOA.ULTRA P£UK.SREBRNA 130ML	5901018007263	KOSMETYKI	4,99	szt			=	29751	5901018007263	JOA.ULTRA P£UK.SREBRNA 130ML	KOSMETYKI	4,99	
2717	3.011610000000076	12.061909999997656	 JOA.ULTRA P£UK.NIEBIESKA 130ML	5901018007270	KOSMETYKI	4,99	szt			=	29675	5901018007270	JOA.ULTRA P£UK.NIEBIESKA 130ML	KOSMETYKI	4,99	
2718	3.011620000000076	12.061919999997656	 JOA.SÓL K.100G GRUSZKA	5901018007508	KOSMETYKI	1,8	szt	cena 18.00z³/kg		=	20178	5901018007508	JOA.SÓL K.100G GRUSZKA	KOSMETYKI	1,8	
2719	3.011630000000076	12.061929999997655	 JOA.SZAMP_P-H.300ML	5901018001971	KOSMETYKI	4,49	szt	cena 14.97z³/l		=	24984	5901018001971	JOA.SZAMP_P-H.300ML	KOSMETYKI	4,49	
2720	3.0116400000000763	12.061939999997655	 JOA.SZAMP_M-W.300ML	5901018006815	KOSMETYKI	4,49	szt	cena 14.97z³/l		=	25188	5901018006815	JOA.SZAMP_M-W.300ML	KOSMETYKI	4,49	
2721	3.0116500000000763	12.061949999997655	 JOA.SZAMP_M-C.300ML	5901018000042	KOSMETYKI	4,49	szt	cena 14.97z³/l		=	25206	5901018000042	JOA.SZAMP_M-C.300ML	KOSMETYKI	4,49	
2722	3.0116600000000764	12.061959999997654	 JOA.SZAMP_M-B.300ML	5901018000172	KOSMETYKI	4,49	szt	cena 14.97z³/l		=	24532	5901018000172	JOA.SZAMP_M-B.300ML	KOSMETYKI	4,49	
2723	3.0116700000000765	12.061969999997654	 JOA.SZAMP_L-R 300ML	5901018001803	KOSMETYKI	4,49	szt	cena 14.97z³/l		=	25197	5901018001803	JOA.SZAMP_L-R 300ML	KOSMETYKI	4,49	
2724	3.0116800000000765	12.061979999997654	 JOA.SZAMP_B-B.300ML	5901018001384	KOSMETYKI	4,49	szt	cena 14.97z³/l		=	24400	5901018001384	JOA.SZAMP_B-B.300ML	KOSMETYKI	4,49	
2725	3.0116900000000766	12.061989999997653	 JOA.S.¯EL.GO.W.200ML	5901018079390	KOSMETYKI	10,5	szt			=	28976	5901018079390	JOA.S.¯EL.GO.W.200ML	KOSMETYKI	10,5	
2726	3.0117000000000766	12.061999999997653	 JOA.S.PLA.DEP_TWARZY	5901018070144	KOSMETYKI	6,4	szt			=	20637	5901018070144	JOA.S.PLA.DEP_TWARZY	KOSMETYKI	6,4	
2727	3.0117100000000767	12.062009999997652	 JOA.S.PLA.DEP_TW.COMFORT	5901018077105	KOSMETYKI	6,4	szt			=	16358	5901018077105	JOA.S.PLA.DEP_TW.COMFORT	KOSMETYKI	6,4	
2728	3.011720000000077	12.062019999997652	 JOA.S.PLA.DEP_TW OW.LEŒ	5901018008185	KOSMETYKI	6,4	szt			=	14000	5901018008185	JOA.S.PLA.DEP_TW OW.LEŒ	KOSMETYKI	6,4	
2729	3.011730000000077	12.062029999997652	 JOA.S.PLA.DEP.CIA£A	5901018070137	KOSMETYKI	7,98	szt			.	20636	5901018070137	JOA.S.PLA.DEP.CIA£A	KOSMETYKI	4,99	
2730	3.011740000000077	12.062039999997651	 JOA.S.PLA.DEP.CI.COMFORT	5901018071066	KOSMETYKI	7,98	szt			.	24272	5901018071066	JOA.S.PLA.DEP.CI.COMFORT	KOSMETYKI	4,99	
2731	3.011750000000077	12.062049999997651	 JOA.S.KR.DEP.NÓG 100ML	5901018070113	KOSMETYKI	6,4	szt			=	21359	5901018070113	JOA.S.KR.DEP.NÓG 100ML	KOSMETYKI	6,4	
2732	3.011760000000077	12.06205999999765	 JOA.S.KR.DEP.DEL.100ML	5901018070120	KOSMETYKI	6,4	szt			=	21057	5901018070120	JOA.S.KR.DEP.DEL.100ML	KOSMETYKI	6,4	
2733	3.011770000000077	12.06206999999765	 JOA.S.BAL.P/DEP.150ML	5901018001469	KOSMETYKI	5,99	szt	cena 23.96z³/l		=	21023	5901018001469	JOA.S.BAL.P/DEP.150ML	KOSMETYKI	5,99	
2734	3.011780000000077	12.06207999999765	 JOA.S-E WOSK NAB£.45G	5901018005351	KOSMETYKI	6,7	szt			=	12760	5901018005351	JOA.S-E WOSK NAB£.45G	KOSMETYKI	6,7	
2735	3.0117900000000772	12.06208999999765	 JOA.S-E SPRAY PR.W£ 150ML	5901018007348	KOSMETYKI	7,5	szt			=	27399	5901018007348	JOA.S-E SPRAY PR.W£ 150ML	KOSMETYKI	7,5	
2736	3.0118000000000773	12.062099999997649	 JOA.S-E SPRAY P.LOKI 150ML	5901018007324	KOSMETYKI	7,5	szt			=	24742	5901018007324	JOA.S-E SPRAY P.LOKI 150ML	KOSMETYKI	7,5	
2737	3.0118100000000774	12.062109999997649	 JOA.S-E PIANKA DO W£OSÓW 150ML	5901018005238	KOSMETYKI	6,99	szt			=	30891	5901018005238	JOA.S-E PIANKA DO W£OSÓW 150ML	KOSMETYKI	6,99	
2738	3.0118200000000774	12.062119999997648	 JOA.S-E LAK.B.MOCNY 250ML	5901018005214	KOSMETYKI	7,5	szt			=	19173	5901018005214	JOA.S-E LAK.B.MOCNY 250ML	KOSMETYKI	7,5	
2739	3.0118300000000775	12.062129999997648	 JOA.S-E KR.P.LOKI.150G	5901018007331	KOSMETYKI	7,5	szt			=	27398	5901018007331	JOA.S-E KR.P.LOKI.150G	KOSMETYKI	7,5	
2740	3.0118400000000776	12.062139999997648	 JOA.S-E GUMA M.100G S£OIK	5901018005344	KOSMETYKI	6,99	szt			=	18083	5901018005344	JOA.S-E GUMA M.100G S£OIK	KOSMETYKI	6,99	
2741	3.0118500000000776	12.062149999997647	 JOA.S-E GUMA KREAT.STYL.100G	5901018028329	KOSMETYKI	6,99	szt	cena 69.90z³/kg		=	25285	5901018028329	JOA.S-E GUMA KREAT.STYL.100G	KOSMETYKI	6,99	
2742	3.0118600000000777	12.062159999997647	 JOA.S-E BRYLANT-WOSK 45G	5901018005306	KOSMETYKI	6,99	szt			=	17861	5901018005306	JOA.S-E BRYLANT-WOSK 45G	KOSMETYKI	6,99	
2743	3.0118700000000778	12.062169999997646	 JOA.S-E BRYL.SPRAY E-M.150ML	5901018005320	KOSMETYKI	7,98	szt			=	22472	5901018005320	JOA.S-E BRYL.SPRAY E-M.150ML	KOSMETYKI	7,98	
2744	3.011880000000078	12.062179999997646	 JOA.RZEPA SZAMP.200ML WZM.P-£UP.	5901018000370	KOSMETYKI	5,9	szt	cena 29.50z³/l		=	27363	5901018000370	JOA.RZEPA SZAMP.200ML WZM.P-£UP.	KOSMETYKI	5,9	
2745	3.011890000000078	12.062189999997646	 JOA.RZEPA SZAMP.200ML T£USTE	5901018000349	KOSMETYKI	5,9	szt	cena 29.50z³/l		=	15218	5901018000349	JOA.RZEPA SZAMP.200ML T£USTE	KOSMETYKI	5,9	
2746	3.011900000000078	12.062199999997645	 JOA.RZEPA SZAMP.200ML OD¯.WZMAC	5901018000356	KOSMETYKI	5,9	szt	cena 29.50z³/l		=	19047	5901018000356	JOA.RZEPA SZAMP.200ML OD¯.WZMAC	KOSMETYKI	5,9	
2747	3.011910000000078	12.062209999997645	 JOA.RZEPA SZAMP.200ML CIENKIE	5901018000363	KOSMETYKI	5,9	szt	cena 29.50z³/l		=	24325	5901018000363	JOA.RZEPA SZAMP.200ML CIENKIE	KOSMETYKI	5,9	
2748	3.011920000000078	12.062219999997644	 JOA.RZEPA SERUM WZ-REG.100ML	5901018000448	KOSMETYKI	7,8	szt	cena 78.00z³/l		=	20352	5901018000448	JOA.RZEPA SERUM WZ-REG.100ML	KOSMETYKI	7,8	
2749	3.011930000000078	12.062229999997644	 JOA.RZEPA OD¯.WZ.200ML	5901018000400	KOSMETYKI	5,3	szt	cena 26.50z³/l		=	22626	5901018000400	JOA.RZEPA OD¯.WZ.200ML	KOSMETYKI	5,3	
2750	3.011940000000078	12.062239999997644	 JOA.RZEPA KURACJA WZM.100ML	5901018000394	KOSMETYKI	7,8	szt	cena 78.00z³/l		=	16068	5901018000394	JOA.RZEPA KURACJA WZM.100ML	KOSMETYKI	7,8	
2751	3.0119500000000783	12.062249999997643	 JOA.ROZJ.W£.BL.REFL.SPRAY	5901018067977	KOSMETYKI	6,7	szt			=	25225	5901018067977	JOA.ROZJ.W£.BL.REFL.SPRAY	KOSMETYKI	6,7	
2752	3.0119600000000784	12.062259999997643	 JOA.ROZJ.SUPER_BLOND	5901018002763	KOSMETYKI	7,8	szt			=	15426	5901018002763	JOA.ROZJ.SUPER_BLOND	KOSMETYKI	7,8	
2753	3.0119700000000784	12.062269999997643	 JOA.ROZJ.BLOND_PASEMKA	5901018000066	KOSMETYKI	5,99	szt			=	28533	5901018000066	JOA.ROZJ.BLOND_PASEMKA	KOSMETYKI	5,99	
2754	3.0119800000000785	12.062279999997642	 JOA.ROZJ.BLOND.CA£E	5901018000073	KOSMETYKI	5,99	szt			=	28532	5901018000073	JOA.ROZJ.BLOND.CA£E	KOSMETYKI	5,99	
2755	3.0119900000000785	12.062289999997642	 JOA.ROZJ.BL.SUPER	5901018009908	KOSMETYKI	7,98	szt			=	17845	5901018009908	JOA.ROZJ.BL.SUPER	KOSMETYKI	7,98	
2756	3.0120000000000786	12.062299999997641	 JOA.ROZJ.BL.PROTEIN.	5901018060015	KOSMETYKI	5,99	szt			=	25607	5901018060015	JOA.ROZJ.BL.PROTEIN.	KOSMETYKI	5,99	
2757	3.0120100000000787	12.062309999997641	 JOA.ROZJ.BL.INTENSIV	5901018009915	KOSMETYKI	7,8	szt			=	23547	5901018009915	JOA.ROZJ.BL.INTENSIV	KOSMETYKI	7,8	
2758	3.0120200000000787	12.06231999999764	 JOA.ROZJ.BL.CA£E	5901018009885	KOSMETYKI	6,4	szt			=	21468	5901018009885	JOA.ROZJ.BL.CA£E	KOSMETYKI	6,4	
2759	3.012030000000079	12.06232999999764	 JOA.P£.TRW.P.OCH.NORMAL	5901018008772	KOSMETYKI	7,98	szt			=	27981	5901018008772	JOA.P£.TRW.P.OCH.NORMAL	KOSMETYKI	7,98	
2760	3.012040000000079	12.06233999999764	 JOA.P£.TRW.P.OCH.MOCNY	5901018008789	KOSMETYKI	7,99	szt			=	25919	5901018008789	JOA.P£.TRW.P.OCH.MOCNY	KOSMETYKI	7,99	
2761	3.012050000000079	12.06234999999764	 JOA.P£.TRW.P.OCH.DELIK	5901018008765	KOSMETYKI	7,99	szt			=	23428	5901018008765	JOA.P£.TRW.P.OCH.DELIK	KOSMETYKI	7,99	
2762	3.012060000000079	12.06235999999764	 JOA.P£.TRW.ONDUL.NORMALNY	5901018004026	KOSMETYKI	7,5	szt			=	30389	5901018004026	JOA.P£.TRW.ONDUL.NORMALNY	KOSMETYKI	7,5	
2763	3.012070000000079	12.062369999997639	 JOA.P£.TRW.ONDUL.MOCNY	5901018004033	KOSMETYKI	7,5	szt			=	30388	5901018004033	JOA.P£.TRW.ONDUL.MOCNY	KOSMETYKI	7,5	
2764	3.012080000000079	12.062379999997638	 JOA.PROF.UTLENIACZ 6% 1L	5901018008840	KOSMETYKI	16,99	szt			=	19897	5901018008840	JOA.PROF.UTLENIACZ 6% 1L	KOSMETYKI	16,99	
2765	3.012090000000079	12.062389999997638	 JOA.PROF.PLAT.ROZJ.BORDO 500G	5901018003937	KOSMETYKI	35,99	szt			=	19896	5901018003937	JOA.PROF.PLAT.ROZJ.BORDO 500G	KOSMETYKI	35,99	
2766	3.0121000000000793	12.062399999997638	 JOA.PREBIOTIC ¯EL P/PR.200ML	5901018015626	KOSMETYKI	7,99	szt			=	22978	5901018015626	JOA.PREBIOTIC ¯EL P/PR.200ML	KOSMETYKI	7,99	
2767	3.0121100000000793	12.062409999997637	 JOA.PREBIOTIC P£.INTYMNA 200ML	5901018015640	KOSMETYKI	6,99	szt			=	17520	5901018015640	JOA.PREBIOTIC P£.INTYMNA 200ML	KOSMETYKI	6,99	
2768	3.0121200000000794	12.062419999997637	 JOA.PREBIOTIC MYD£O P£.200ML	5901018015633	KOSMETYKI	7,99	szt			=	17400	5901018015633	JOA.PREBIOTIC MYD£O P£.200ML	KOSMETYKI	7,99	
2769	3.0121300000000795	12.062429999997637	 JOA.PREBIOTIC BALSAM D/CIA£A 200G	5901018015695	KOSMETYKI	7,99	szt			=	19829	5901018015695	JOA.PREBIOTIC BALSAM D/CIA£A 200G	KOSMETYKI	7,99	
2770	3.0121400000000795	12.062439999997636	 JOA.PREBIOTIC  SZAMPON 200ML	5901018015619	KOSMETYKI	7,99	szt			=	17584	5901018015619	JOA.PREBIOTIC  SZAMPON 200ML	KOSMETYKI	7,99	
2771	3.0121500000000796	12.062449999997636	 JOA.PEEL.D/C.OLIW.300G	5901018009847	KOSMETYKI	11,5	szt	cena 38.33z³/l		=	24431	5901018009847	JOA.PEEL.D/C.OLIW.300G	KOSMETYKI	11,5	
2772	3.0121600000000797	12.062459999997635	 JOA.PEEL.D/C.MIÓD.300G	5901018009861	KOSMETYKI	11,5	szt	cena 38.33z³/l		=	23174	5901018009861	JOA.PEEL.D/C.MIÓD.300G	KOSMETYKI	11,5	
2773	3.0121700000000797	12.062469999997635	 JOA.PEEL.D/C.BEZ.300G	5901018009854	KOSMETYKI	11,5	szt	cena 38.33z³/l		=	19437	5901018009854	JOA.PEEL.D/C.BEZ.300G	KOSMETYKI	11,5	
2774	3.01218000000008	12.062479999997635	 JOA.PC FARBA D/W£OSÓW	21867	KOSMETYKI	5,99	szt			=	30035	21867	JOA.PC FARBA D/W£OSÓW	KOSMETYKI	5,99	
2775	3.01219000000008	12.062489999997634	 JOA.OBJÊTOŒÆ SZAMPON 200ML	5901018011390	KOSMETYKI	5,99	szt	cena 29.95z³/l		=	12263	5901018011390	JOA.OBJÊTOŒÆ SZAMPON 200ML	KOSMETYKI	5,99	
2776	3.01220000000008	12.062499999997634	 JOA.OBJÊTOŒÆ SPRAY OD¯YWKA 150ML	5901018011413	KOSMETYKI	7,5	szt			=	19372	5901018011413	JOA.OBJÊTOŒÆ SPRAY OD¯YWKA 150ML	KOSMETYKI	7,5	
2777	3.01221000000008	12.062509999997634	 JOA.OBJÊTOŒÆ OD¯YWKA 200ML	5901018011406	KOSMETYKI	5,99	szt	cena 29.95z³/l		=	15974	5901018011406	JOA.OBJÊTOŒÆ OD¯YWKA 200ML	KOSMETYKI	5,99	
2778	3.01222000000008	12.062519999997633	 JOA.NC.FAR.243	5901018058968	KOSMETYKI	4,99	szt			=	22441	5901018058968	JOA.NC.FAR.243	KOSMETYKI	4,99	
2779	3.01223000000008	12.062529999997633	 JOA.NC.FAR.242	5901018059545	KOSMETYKI	4,99	szt			=	22440	5901018059545	JOA.NC.FAR.242	KOSMETYKI	4,99	
2780	3.01224000000008	12.062539999997632	 JOA.NC.FAR.241	5901018050641	KOSMETYKI	4,99	szt			=	22439	5901018050641	JOA.NC.FAR.241	KOSMETYKI	4,99	
2781	3.0122500000000803	12.062549999997632	 JOA.NC.FAR.240	5901018093464	KOSMETYKI	4,99	szt			=	25094	5901018093464	JOA.NC.FAR.240	KOSMETYKI	4,99	
2782	3.0122600000000803	12.062559999997632	 JOA.NC.FAR.238	5901018010706	KOSMETYKI	4,99	szt			=	23201	5901018010706	JOA.NC.FAR.238	KOSMETYKI	4,99	
2783	3.0122700000000804	12.062569999997631	 JOA.NC.FAR.235	5901018097028	KOSMETYKI	4,99	szt			=	25095	5901018097028	JOA.NC.FAR.235	KOSMETYKI	4,99	
2784	3.0122800000000804	12.06257999999763	 JOA.NC.FAR.234	5901018051853	KOSMETYKI	4,99	szt			=	22438	5901018051853	JOA.NC.FAR.234	KOSMETYKI	4,99	
2785	3.0122900000000805	12.06258999999763	 JOA.NC.FAR.233	5901018050887	KOSMETYKI	4,99	szt			=	22437	5901018050887	JOA.NC.FAR.233	KOSMETYKI	4,99	
2786	3.0123000000000806	12.06259999999763	 JOA.NC.FAR.232	5901018056957	KOSMETYKI	4,99	szt			=	22436	5901018056957	JOA.NC.FAR.232	KOSMETYKI	4,99	
2787	3.0123100000000806	12.06260999999763	 JOA.NC.FAR.231	5901018053475	KOSMETYKI	4,99	szt			=	22435	5901018053475	JOA.NC.FAR.231	KOSMETYKI	4,99	
2788	3.0123200000000807	12.06261999999763	 JOA.NC.FAR.230	5901018098049	KOSMETYKI	4,99	szt			=	25096	5901018098049	JOA.NC.FAR.230	KOSMETYKI	4,99	
2789	3.0123300000000808	12.062629999997629	 JOA.NC.FAR.222	5901018056131	KOSMETYKI	4,99	szt			=	22434	5901018056131	JOA.NC.FAR.222	KOSMETYKI	4,99	
2790	3.012340000000081	12.062639999997629	 JOA.NC.FAR.221	5901018057909	KOSMETYKI	4,99	szt			=	22433	5901018057909	JOA.NC.FAR.221	KOSMETYKI	4,99	
2791	3.012350000000081	12.062649999997628	 JOA.NC.FAR.214	5901018098384	KOSMETYKI	4,99	szt			=	25093	5901018098384	JOA.NC.FAR.214	KOSMETYKI	4,99	
2792	3.012360000000081	12.062659999997628	 JOA.NC.FAR.213	5901018055448	KOSMETYKI	4,99	szt			=	22432	5901018055448	JOA.NC.FAR.213	KOSMETYKI	4,99	
2793	3.012370000000081	12.062669999997627	 JOA.NC.FAR.212	5901018054687	KOSMETYKI	4,99	szt			=	22431	5901018054687	JOA.NC.FAR.212	KOSMETYKI	4,99	
2794	3.012380000000081	12.062679999997627	 JOA.NC.FAR.211	5901018050221	KOSMETYKI	4,99	szt			=	22430	5901018050221	JOA.NC.FAR.211	KOSMETYKI	4,99	
2795	3.012390000000081	12.062689999997627	 JOA.NC.FAR.209	5901018010690	KOSMETYKI	4,99	szt			=	19036	5901018010690	JOA.NC.FAR.209	KOSMETYKI	4,99	
2796	3.0124000000000812	12.062699999997626	 JOA.NAT.KREM D/R¥K 50ML	5901018013400	KOSMETYKI	2,79	szt			=	21307	5901018013400	JOA.NAT.KREM D/R¥K 50ML	KOSMETYKI	2,79	
2797	3.0124100000000813	12.062709999997626	 JOA.NA.SZAMP.P/£UP MEN 200ML	5901018010775	KOSMETYKI	5,99	szt			=	26628	5901018010775	JOA.NA.SZAMP.P/£UP MEN 200ML	KOSMETYKI	5,99	
2798	3.0124200000000814	12.062719999997626	 JOA.NA.SZAMP.P-ZH.500ML	5901018009526	KOSMETYKI	6,99	szt	cena 13.98z³/l		=	27014	5901018009526	JOA.NA.SZAMP.P-ZH.500ML	KOSMETYKI	6,99	
2799	3.0124300000000814	12.062729999997625	 JOA.NA.SZAMP.M-W.500ML	5901018009564	KOSMETYKI	6,99	szt	cena 13.98z³/l		=	20195	5901018009564	JOA.NA.SZAMP.M-W.500ML	KOSMETYKI	6,99	
2800	3.0124400000000815	12.062739999997625	 JOA.NA.SZAMP.M-C.500ML	5901018009557	KOSMETYKI	6,99	szt	cena 13.98z³/l		=	15458	5901018009557	JOA.NA.SZAMP.M-C.500ML	KOSMETYKI	6,99	
2801	3.0124500000000816	12.062749999997624	 JOA.NA.SZAMP.M-B.500ML	5901018009571	KOSMETYKI	6,99	szt	cena 13.98z³/l		=	19007	5901018009571	JOA.NA.SZAMP.M-B.500ML	KOSMETYKI	6,99	
2802	3.0124600000000816	12.062759999997624	 JOA.NA.SZAMP.L-R.500ML	5901018009502	KOSMETYKI	6,99	szt	cena 13.98z³/l		=	15905	5901018009502	JOA.NA.SZAMP.L-R.500ML	KOSMETYKI	6,99	
2803	3.0124700000000817	12.062769999997624	 JOA.NA.SZAMP.B-B.500ML	5901018009533	KOSMETYKI	6,99	szt	cena 13.98z³/l		=	26681	5901018009533	JOA.NA.SZAMP.B-B.500ML	KOSMETYKI	6,99	
2804	3.0124800000000818	12.062779999997623	 JOA.NA.SZAM.3W1 300ML MEN	5901018010621	KOSMETYKI	4,99	szt	cena 16.63z³/l		=	14041	5901018010621	JOA.NA.SZAM.3W1 300ML MEN	KOSMETYKI	4,99	
2805	3.012490000000082	12.062789999997623	 JOA.NA.P£.TRW.NORMAL	5901018008475	KOSMETYKI	5,5	szt			=	21974	5901018008475	JOA.NA.P£.TRW.NORMAL	KOSMETYKI	5,5	
2806	3.012500000000082	12.062799999997623	 JOA.NA.P£.TRW.MOCNY	5901018008482	KOSMETYKI	5,5	szt			=	14033	5901018008482	JOA.NA.P£.TRW.MOCNY	KOSMETYKI	5,5	
2807	3.012510000000082	12.062809999997622	 JOA.NA.PEEL.TRUSK.100ML	5901018001797	KOSMETYKI	4,5	szt	cena 45.00z³/l		=	29794	5901018001797	JOA.NA.PEEL.TRUSK.100ML	KOSMETYKI	4,5	
2808	3.012520000000082	12.062819999997622	 JOA.NA.PEEL.POMAR.100ML	5901018001810	KOSMETYKI	4,5	szt	cena 45.00z³/l		=	29793	5901018001810	JOA.NA.PEEL.POMAR.100ML	KOSMETYKI	4,5	
2809	3.012530000000082	12.062829999997621	 JOA.NA.PEEL.KIWI 100ML	5901018001780	KOSMETYKI	4,5	szt	cena 45.00z³/l		=	29797	5901018001780	JOA.NA.PEEL.KIWI 100ML	KOSMETYKI	4,5	
2810	3.012540000000082	12.062839999997621	 JOA.NA.PEEL.GREJPF.100ML	5901018002527	KOSMETYKI	4,5	szt	cena 45.00z³/l		=	29798	5901018002527	JOA.NA.PEEL.GREJPF.100ML	KOSMETYKI	4,5	
2811	3.012550000000082	12.06284999999762	 JOA.NA.PEEL.CZ.PORZ.100ML	5901018002534	KOSMETYKI	4,5	szt	cena 45.00z³/l		=	29795	5901018002534	JOA.NA.PEEL.CZ.PORZ.100ML	KOSMETYKI	4,5	
2812	3.0125600000000823	12.06285999999762	 JOA.NA.OL.P/PR.T-Œ.200ML	5901018001582	KOSMETYKI	6,4	szt	cena 32.00z³/l		=	29162	5901018001582	JOA.NA.OL.P/PR.T-Œ.200ML	KOSMETYKI	6,4	
2813	3.0125700000000823	12.06286999999762	 JOA.NA.OL.P/PR.K-Œ.200ML	5901018001599	KOSMETYKI	6,2	szt	cena 31.00z³/l		=	26864	5901018001599	JOA.NA.OL.P/PR.K-Œ.200ML	KOSMETYKI	6,2	
2814	3.0125800000000824	12.06287999999762	 JOA.NA.OD¯.POK-HERB.200ML	5901018009199	KOSMETYKI	3,9	szt			=	12353	5901018009199	JOA.NA.OD¯.POK-HERB.200ML	KOSMETYKI	3,9	
2815	3.0125900000000825	12.06288999999762	 JOA.NA.OD¯.MIÊT-WRZ.200ML	5901018007980	KOSMETYKI	3,9	szt	cena 19.50z³/l		=	20994	5901018007980	JOA.NA.OD¯.MIÊT-WRZ.200ML	KOSMETYKI	3,9	
2816	3.0126000000000825	12.062899999997619	 JOA.NA.OD¯.MIÓD-CYT.200ML	5901018004088	KOSMETYKI	3,9	szt	cena 19.50z³/l		=	14726	5901018004088	JOA.NA.OD¯.MIÓD-CYT.200ML	KOSMETYKI	3,9	
2817	3.0126100000000826	12.062909999997618	 JOA.NA.OD¯.MAK-BAW.200ML	5901018001520	KOSMETYKI	3,9	szt	cena 19.50z³/l		=	12270	5901018001520	JOA.NA.OD¯.MAK-BAW.200ML	KOSMETYKI	3,9	
2818	3.0126200000000827	12.062919999997618	 JOA.NA.OD¯.LEN-RUM.200ML	5901018006181	KOSMETYKI	3,9	szt	cena 19.50z³/l		=	26775	5901018006181	JOA.NA.OD¯.LEN-RUM.200ML	KOSMETYKI	3,9	
2819	3.0126300000000827	12.062929999997618	 JOA.NA.MAS.REG.250G	5901018002718	KOSMETYKI	6,99	szt			=	20439	5901018002718	JOA.NA.MAS.REG.250G	KOSMETYKI	6,99	
2820	3.012640000000083	12.062939999997617	 JOA.NA.MAS.PIEL.250G	5901018002732	KOSMETYKI	6,99	szt			=	20440	5901018002732	JOA.NA.MAS.PIEL.250G	KOSMETYKI	6,99	
2821	3.012650000000083	12.062949999997617	 JOA.NA.MAS.NAW.250G	5901018002725	KOSMETYKI	6,99	szt			=	14343	5901018002725	JOA.NA.MAS.NAW.250G	KOSMETYKI	6,99	
2822	3.012660000000083	12.062959999997616	 JOA.MULTI SZASZ.SZAMP.KOL.	21856	KOSMETYKI	3,3	szt			=	17487	21856	JOA.MULTI SZASZ.SZAMP.KOL.	KOSMETYKI	3,3	
2823	3.012670000000083	12.062969999997616	 JOA.MAS£O D/C.S£ON.300G	5901018009687	KOSMETYKI	9,99	szt	cena 33.30z³/l		=	12733	5901018009687	JOA.MAS£O D/C.S£ON.300G	KOSMETYKI	9,99	
2824	3.012680000000083	12.062979999997616	 JOA.MAS£O D/C.BAWE£.300G	5901018009694	KOSMETYKI	9,99	szt	cena 33.30z³/l		=	12756	5901018009694	JOA.MAS£O D/C.BAWE£.300G	KOSMETYKI	9,99	
2825	3.012690000000083	12.062989999997615	 JOA.MAS£O D/C.AWOK.300G	5901018009670	KOSMETYKI	9,99	szt	cena 33.30z³/l		=	14086	5901018009670	JOA.MAS£O D/C.AWOK.300G	KOSMETYKI	9,99	
2826	3.012700000000083	12.062999999997615	 JOA.K¥P.SOL.J-B.ZIO£.	5901018007584	KOSMETYKI	6,99	szt			=	12180	5901018007584	JOA.K¥P.SOL.J-B.ZIO£.	KOSMETYKI	6,99	
2827	3.0127100000000833	12.063009999997615	 JOA.KOROL MYD£O P£YN DOZ.500ML	5901018010928	KOSMETYKI	5,49	szt	cena 10.98z³/l		=	29233	5901018010928	JOA.KOROL MYD£O P£YN DOZ.500ML	KOSMETYKI	5,49	
2828	3.0127200000000833	12.063019999997614	 JOA.KERATYNA MASKA D/W£.20G	5901018013523	KOSMETYKI	1,99	szt			=	17296	5901018013523	JOA.KERATYNA MASKA D/W£.20G	KOSMETYKI	1,99	
2829	3.0127300000000834	12.063029999997614	 JOA.JEDWAB OD¯.400ML	5901018014179	KOSMETYKI	7,99	szt			=	14550	5901018014179	JOA.JEDWAB OD¯.400ML	KOSMETYKI	7,99	
2830	3.0127400000000835	12.063039999997613	 JOA.FF PEEL.MARACUJA 200ML	5901018003777	KOSMETYKI	8,99	szt			=	31140	5901018003777	JOA.FF PEEL.MARACUJA 200ML	KOSMETYKI	8,99	
2831	3.0127500000000835	12.063049999997613	 JOA.FF PEEL.MALINA 200ML	5901018003753	KOSMETYKI	8,99	szt			=	31141	5901018003753	JOA.FF PEEL.MALINA 200ML	KOSMETYKI	8,99	
2832	3.0127600000000836	12.063059999997613	 JOA.FF PEEL.ANANAS 200ML	5901018003760	KOSMETYKI	8,99	szt			=	31142	5901018003760	JOA.FF PEEL.ANANAS 200ML	KOSMETYKI	8,99	
2833	3.0127700000000837	12.063069999997612	 JOA.BAJKA SZAM.TRUSK.300ML	5901018006891	KOSMETYKI	4,99	szt	cena 16.63z³/l		=	24739	5901018006891	JOA.BAJKA SZAM.TRUSK.300ML	KOSMETYKI	4,99	
2834	3.0127800000000837	12.063079999997612	 JOA.ARGAN SERUM 50ML	5901018010843	KOSMETYKI	5,99	szt			=	18466	5901018010843	JOA.ARGAN SERUM 50ML	KOSMETYKI	5,99	
2835	3.012790000000084	12.063089999997612	 JOA.ARGAN OD¯.400ML	5901018014148	KOSMETYKI	7,99	szt			=	16211	5901018014148	JOA.ARGAN OD¯.400ML	KOSMETYKI	7,99	
2836	3.012800000000084	12.063099999997611	 JOA.ARGAN MAS.150ML	5901018010829	KOSMETYKI	6,7	szt			=	19507	5901018010829	JOA.ARGAN MAS.150ML	KOSMETYKI	6,7	
