WYBÓR 	WYBÓRC 	WYBÓRD 	Identyfikator 	Indeks 	Asortyment 	Cena brutto 	jm 	Cena jednostki 	Cena opakowania 	PUSTY0 	Ident. 	S_Indeks 	S_Identyfikator 	S_Asortyment 	S_Cena brutto 	PUSTY1 
4233	3.0314100000002058	12.081709999996907	 BROS OWADY BIEG.FEROMOX LEP	5904517001268	CHEMIA	2,6	szt			=	14760	5904517001268	BROS OWADY BIEG.FEROMOX LEP	CHEMIA	2,6	
4234	3.031420000000206	12.081719999996906	 BROS OSY,SZERSZENIE GAŒNICA 300ML	5904517005655	CHEMIA	9,99	szt	cena 33.30z³/l		=	17616	5904517005655	BROS OSY,SZERSZENIE GAŒNICA 300ML	CHEMIA	9,99	
4235	3.031430000000206	12.081729999996906	 BROS OSY PU£APKA Z P£YNEM	5904517001589	CHEMIA	16,5	szt			=	28437	5904517001589	BROS OSY PU£APKA Z P£YNEM	CHEMIA	16,5	
4236	3.031440000000206	12.081739999996906	 BROS NORNICE GRANULAT 250G	5904517002661	CHEMIA	6,99	szt			=	21395	5904517002661	BROS NORNICE GRANULAT 250G	CHEMIA	6,99	
4237	3.031470000000206	12.081769999996904	 BROS MYSZY ZIARNO.300G	5904517001688	CHEMIA	4,99	szt	cena 16.63z³/kg		=	20809	5904517001688	BROS MYSZY ZIARNO.300G	CHEMIA	4,99	
4238	3.0314800000002062	12.081779999996904	 BROS MYSZY PASTA A10	5904517001435	CHEMIA	6,4	szt			=	14597	5904517001435	BROS MYSZY PASTA A10	CHEMIA	6,4	
4239	3.0314900000002063	12.081789999996904	 BROS MYSZY KOSTKA A10	5904517001466	CHEMIA	6,4	szt			=	24758	5904517001466	BROS MYSZY KOSTKA A10	CHEMIA	6,4	
4240	3.0315000000002064	12.081799999996903	 BROS MYSZY GRAN.250G	5904517001411	CHEMIA	6,99	szt	cena 27.96z³/kg		=	23649	5904517001411	BROS MYSZY GRAN.250G	CHEMIA	6,99	
4241	3.0315100000002064	12.081809999996903	 BROS MUSZKI OW.P£.30ML	5904517024809	CHEMIA	4,8	szt			=	27075	5904517024809	BROS MUSZKI OW.P£.30ML	CHEMIA	4,8	
4242	3.0315200000002065	12.081819999996902	 BROS MUSZKI OW.PU£.Z P£.	5904517024793	CHEMIA	10,7	szt			=	27073	5904517024793	BROS MUSZKI OW.PU£.Z P£.	CHEMIA	10,7	
4243	3.0315300000002066	12.081829999996902	 BROS MUCHY PU£APKA A2	5904517024786	CHEMIA	5,99	szt			=	26674	5904517024786	BROS MUCHY PU£APKA A2	CHEMIA	5,99	
4244	3.0315400000002066	12.081839999996902	 BROS MUCHY NAKLEJKA A2	5904517005662	CHEMIA	4,8	szt			=	13011	5904517005662	BROS MUCHY NAKLEJKA A2	CHEMIA	4,8	
4245	3.0315500000002067	12.081849999996901	 BROS MUCHY LEP P£ASKI	5005	CHEMIA	0,5	szt			=	15144	5005	BROS MUCHY LEP P£ASKI	CHEMIA	0,5	
4246	3.0315600000002068	12.081859999996901	 BROS MUCHY LEP OKR¥G£Y	5904517001428	CHEMIA	0,45	szt			=	15143	5904517001428	BROS MUCHY LEP OKR¥G£Y	CHEMIA	0,45	
4247	3.031570000000207	12.0818699999969	 BROS MUCHY LEP N/OKNO 4-PAK	5904517002579	CHEMIA	3,99	op	cena 1.00z³/szt		=	16922	5904517002579	BROS MUCHY LEP N/OKNO 4-PAK	CHEMIA	3,99	
4248	3.031580000000207	12.0818799999969	 BROS MUCHY EL.+P£YN	5904517002173	CHEMIA	19,99	szt			=	28529	5904517002173	BROS MUCHY EL.+P£YN	CHEMIA	19,99	
4249	3.031590000000207	12.0818899999969	 BROS MUCHY DWUSK£ADNIK.	5904517001152	CHEMIA	8,2	szt			=	26664	5904517001152	BROS MUCHY DWUSK£ADNIK.	CHEMIA	8,2	
4250	3.031600000000207	12.0818999999969	 BROS MUCHOSPRAY 400ML	5904517001190	CHEMIA	6,99	szt	cena 17.47z³/l		=	14630	5904517001190	BROS MUCHOSPRAY 400ML	CHEMIA	6,99	
4251	3.031610000000207	12.081909999996899	 BROS MRÓWKOFON ŒR.P/MRÓWKOM 120G	5904517001626	CHEMIA	7,99	szt	cena 6.66z³/100g		=	17361	5904517001626	BROS MRÓWKOFON ŒR.P/MRÓWKOM 120G	CHEMIA	7,99	
4252	3.031620000000207	12.081919999996899	 BROS MRÓWKOFON 60G	5904517001039	CHEMIA	4,7	szt			=	12607	5904517001039	BROS MRÓWKOFON 60G	CHEMIA	4,7	
4253	3.031630000000207	12.081929999996898	 BROS MRÓWKOFON 250G ŒR.P/MRÓWKOM	5904517047648	CHEMIA	14,6	szt	cena 5.84z³/100g		=	13243	5904517047648	BROS MRÓWKOFON 250G ŒR.P/MRÓWKOM	CHEMIA	14,6	
4254	3.0316400000002073	12.081939999996898	 BROS MRÓWKI SPRAY 150ML	5904517001220	CHEMIA	5,99	szt			=	15892	5904517001220	BROS MRÓWKI SPRAY 150ML	CHEMIA	5,99	
4255	3.0316500000002073	12.081949999996898	 BROS MRÓWKI PR.500G	5904517044173	CHEMIA	22,2	szt	cena 4.44z³/100g		=	22455	5904517044173	BROS MRÓWKI PR.500G	CHEMIA	22,2	
4256	3.0316600000002074	12.081959999996897	 BROS MRÓWKI PR.250G	5904517002364	CHEMIA	13,9	szt	cena 5.56z³/100g		=	14109	5904517002364	BROS MRÓWKI PR.250G	CHEMIA	13,9	
4257	3.0316700000002075	12.081969999996897	 BROS MRÓWKI PR.100G	5904517002197	CHEMIA	5,99	szt	cena 5.99z³/100g		=	14223	5904517002197	BROS MRÓWKI PR.100G	CHEMIA	5,99	
4258	3.0316800000002075	12.081979999996896	 BROS MRÓWEX 10G	5904517024847	CHEMIA	7,1	szt	cena 71.00z³/100g		=	14216	5904517024847	BROS MRÓWEX 10G	CHEMIA	7,1	
4259	3.0316900000002076	12.081989999996896	 BROS MOLE ZAWIESZKA	5904517002647	CHEMIA	2,75	szt			=	12210	5904517002647	BROS MOLE ZAWIESZKA	CHEMIA	2,75	
4260	3.0317000000002077	12.081999999996896	 BROS MOLE ZAW.4SZT	5904517002951	CHEMIA	8,5	op	cena 2.12z³/szt		=	12717	5904517002951	BROS MOLE ZAW.4SZT	CHEMIA	8,5	
4261	3.0317100000002077	12.082009999996895	 BROS MOLE SPRAY 150ML	5904517001213	CHEMIA	6,5	szt			=	29791	5904517001213	BROS MOLE SPRAY 150ML	CHEMIA	6,5	
4262	3.031720000000208	12.082019999996895	 BROS MOLE SPO¯.2SZT	5904517024755	CHEMIA	7,3	op	cena 3.65z³/szt		=	29224	5904517024755	BROS MOLE SPO¯.2SZT	CHEMIA	7,3	
4263	3.031730000000208	12.082029999996895	 BROS MOLE KULKI 120G	BROSKULKIMOLE	CHEMIA	3,33	szt	cena 27.75z³/kg		=	15653	BROSKULKIMOLE	BROS MOLE KULKI 120G	CHEMIA	3,33	
4264	3.031740000000208	12.082039999996894	 BROS MICROBEC 1KG.PREP.SZAMBO	5904517025912	CHEMIA	37,5	szt			=	19540	5904517025912	BROS MICROBEC 1KG.PREP.SZAMBO	CHEMIA	37,5	
4265	3.031750000000208	12.082049999996894	 BROS MICROBEC 18TABL. EUK	5904517192881	CHEMIA	25,99	op	cena 1.44z³/tabletka		=	29961	5904517192881	BROS MICROBEC 18TABL. EUK	CHEMIA	25,99	
4266	3.031760000000208	12.082059999996893	 BROS MICROBEC 16TABLETEK	5904517058620	CHEMIA	22,99	op	cena 1.44z³/tabl		=	16015	5904517058620	BROS MICROBEC 16TABLETEK	CHEMIA	22,99	
4267	3.031770000000208	12.082069999996893	 BROS MESZKI SPRAY 90ML	5904517001756	CHEMIA	7,4	szt			=	14028	5904517001756	BROS MESZKI SPRAY 90ML	CHEMIA	7,4	
4268	3.031780000000208	12.082079999996893	 BROS MECH P£.500ML ATOMIZER	5904517001862	CHEMIA	10,2	szt			=	27037	5904517001862	BROS MECH P£.500ML ATOMIZER	CHEMIA	10,2	
4269	3.0317900000002083	12.082089999996892	 BROS KRETY ŒWIECE A3	5904517002692	CHEMIA	9,2	op			=	14250	5904517002692	BROS KRETY ŒWIECE A3	CHEMIA	9,2	
4270	3.0318000000002083	12.082099999996892	 BROS KRETY SONIC SOLARNY	5904517044883	CHEMIA	39,99	szt			=	18646	5904517044883	BROS KRETY SONIC SOLARNY	CHEMIA	39,99	
4271	3.0318100000002084	12.082109999996892	 BROS KRETY SONIC ODSTR.	5904517002425	CHEMIA	25,5	szt			=	25819	5904517002425	BROS KRETY SONIC ODSTR.	CHEMIA	25,5	
4272	3.0318200000002085	12.082119999996891	 BROS KRETY SONIC MAX DWIÊK	5904517002005	CHEMIA	44,5	szt			=	22284	5904517002005	BROS KRETY SONIC MAX DWIÊK	CHEMIA	44,5	
4273	3.0318300000002085	12.08212999999689	 BROS KRETY P£.ODSTRASZ.500ML	5904517001855	CHEMIA	8,99	szt			=	27691	5904517001855	BROS KRETY P£.ODSTRASZ.500ML	CHEMIA	8,99	
4274	3.0318400000002086	12.08213999999689	 BROS KRETY KARBID GRANUL.500G	5904517002432	CHEMIA	8,35	szt			=	24862	5904517002432	BROS KRETY KARBID GRANUL.500G	CHEMIA	8,35	
4275	3.0318500000002087	12.08214999999689	 BROS KOMARY/OSY SPRAY 90ML	5904517046269	CHEMIA	7,5	szt			=	15258	5904517046269	BROS KOMARY/OSY SPRAY 90ML	CHEMIA	7,5	
4276	3.0318600000002087	12.08215999999689	 BROS KOMARY/KLESZCZE ¯EL ODSTR.50	5904517001022	CHEMIA	5,1	szt			=	17223	5904517001022	BROS KOMARY/KLESZCZE ¯EL ODSTR.50	CHEMIA	5,1	
4277	3.031870000000209	12.08216999999689	 BROS KOMARY/KLESZCZE P£YN MAX 100	5904517049215	CHEMIA	6,1	szt			=	19864	5904517049215	BROS KOMARY/KLESZCZE P£YN MAX 100	CHEMIA	6,1	
4278	3.031880000000209	12.082179999996889	 BROS KOMARY/KLESZCZE EL.ZAP.P£.50	5904517001084	CHEMIA	5,3	szt	cena 106.00z³/l		=	24855	5904517001084	BROS KOMARY/KLESZCZE EL.ZAP.P£.50	CHEMIA	5,3	
4279	3.031890000000209	12.082189999996888	 BROS KOMARY/KLESZCZE CHUST. 5SZT	5904517012400	CHEMIA	4,3	szt	cena 0.86z³/szt		=	30067	5904517012400	BROS KOMARY/KLESZCZE CHUST. 5SZT	CHEMIA	4,3	
4280	3.031900000000209	12.082199999996888	 BROS KOMARY ¯EL £AG.UK¥SZ.35ML	5904517001046	CHEMIA	4,9	szt			=	10982	5904517001046	BROS KOMARY ¯EL £AG.UK¥SZ.35ML	CHEMIA	4,9	
4281	3.031910000000209	12.082209999996888	 BROS KOMARY WK£ADY A3 D/LAMPIONU	5904517046207	CHEMIA	11,7	op			=	11902	5904517046207	BROS KOMARY WK£ADY A3 D/LAMPIONU	CHEMIA	11,7	
4282	3.031920000000209	12.082219999996887	 BROS KOMARY SPRAY.90ML	5904517001558	CHEMIA	6,6	szt	cena 73.33z³/l		=	26663	5904517001558	BROS KOMARY SPRAY.90ML	CHEMIA	6,6	
4283	3.031930000000209	12.082229999996887	 BROS KOMARY SPRAY,MAX 90ML	5904517002920	CHEMIA	7,99	szt			=	26641	5904517002920	BROS KOMARY SPRAY,MAX 90ML	CHEMIA	7,99	
4284	3.0319400000002092	12.082239999996887	 BROS KOMARY SPIRALA OWADOBÓJCZA	5904517001121	CHEMIA	5,15	szt			=	21750	5904517001121	BROS KOMARY SPIRALA OWADOBÓJCZA	CHEMIA	5,15	
4285	3.0319500000002093	12.082249999996886	 BROS KOMARY SPIRALA CITRON.A10	5904517044180	CHEMIA	5,55	op			=	25973	5904517044180	BROS KOMARY SPIRALA CITRON.A10	CHEMIA	5,55	
4286	3.0319600000002094	12.082259999996886	 BROS KOMARY PI.DZIECI 90ML	5904517048133	CHEMIA	6,9	szt			=	10374	5904517048133	BROS KOMARY PI.DZIECI 90ML	CHEMIA	6,9	
4287	3.0319700000002094	12.082269999996885	 BROS KOMARY PA£ECZKI 4SZT	5904517002227	CHEMIA	8,4	op	cena 2.10z³/szt		=	23323	5904517002227	BROS KOMARY PA£ECZKI 4SZT	CHEMIA	8,4	
4288	3.0319800000002095	12.082279999996885	 BROS KOMARY LAMPION+WK£AD	5904517046191	CHEMIA	17,99	szt			=	20108	5904517046191	BROS KOMARY LAMPION+WK£AD	CHEMIA	17,99	
4289	3.0319900000002096	12.082289999996885	 BROS KOMARY KR.ODSTR.50ML	5904517002449	CHEMIA	5,15	szt	cena 103.00z³/l		=	18926	5904517002449	BROS KOMARY KR.ODSTR.50ML	CHEMIA	5,15	
4290	3.0320000000002096	12.082299999996884	 BROS KOMARY EL.ZAP.P£.KIDS 50ML	5904517049383	CHEMIA	12,9	szt			=	14145	5904517049383	BROS KOMARY EL.ZAP.P£.KIDS 50ML	CHEMIA	12,9	
4291	3.0320100000002097	12.082309999996884	 BROS KOMARY EL.ZAP.P£.GERANIUM	5904517002944	CHEMIA	11,99	szt			=	20546	5904517002944	BROS KOMARY EL.ZAP.P£.GERANIUM	CHEMIA	11,99	
4292	3.0320200000002098	12.082319999996884	 BROS KOMARY EL.ZAP.P£.30ML	5904517001770	CHEMIA	11,99	szt			=	20490	5904517001770	BROS KOMARY EL.ZAP.P£.30ML	CHEMIA	11,99	
4293	3.03203000000021	12.082329999996883	 BROS KOMARY EL.WK£ADY 20SZT	5904517001114	CHEMIA	5,5	op	cena 0.28z³/szt		=	28530	5904517001114	BROS KOMARY EL.WK£ADY 20SZT	CHEMIA	5,5	
4294	3.03204000000021	12.082339999996883	 BROS KOMARY EL.WK£AD TURYST.	5904517044418	CHEMIA	12,7	szt			=	29915	5904517044418	BROS KOMARY EL.WK£AD TURYST.	CHEMIA	12,7	
4295	3.03205000000021	12.082349999996882	 BROS KOMARY EL.WK£.DZIECI 20SZT	5904517024434	CHEMIA	6,5	op	cena 0.33z³/szt		=	16396	5904517024434	BROS KOMARY EL.WK£.DZIECI 20SZT	CHEMIA	6,5	
4296	3.03206000000021	12.082359999996882	 BROS KOMARY EL.U+P£.30ML	5904517001763	CHEMIA	18,7	op			=	19163	5904517001763	BROS KOMARY EL.U+P£.30ML	CHEMIA	18,7	
4297	3.03207000000021	12.082369999996882	 BROS KOMARY EL.U+10WK£.	5904517001107	CHEMIA	13,6	op			=	28438	5904517001107	BROS KOMARY EL.U+10WK£.	CHEMIA	13,6	
4298	3.03208000000021	12.082379999996881	 BROS KOMARY EL.KID+1OWK£.	5904517024427	CHEMIA	15,99	op			=	25404	5904517024427	BROS KOMARY EL.KID+1OWK£.	CHEMIA	15,99	
4299	3.0320900000002102	12.082389999996881	 BROS KOMARY EL.30ML+P£.KIDS	5904517049376	CHEMIA	20,6	op			=	23185	5904517049376	BROS KOMARY EL.30ML+P£.KIDS	CHEMIA	20,6	
4300	3.0321000000002103	12.08239999999688	 BROS KOMARY EL.+WK£.TURYSTYCZNY	5904517044401	CHEMIA	20,2	op			=	25650	5904517044401	BROS KOMARY EL.+WK£.TURYSTYCZNY	CHEMIA	20,2	
4301	3.0321100000002104	12.08240999999688	 BROS AKWA P£.N/GLONY 250ML	5904517045248	CHEMIA	12,2	szt	cena 48.80z³/l		=	19578	5904517045248	BROS AKWA P£.N/GLONY 250ML	CHEMIA	12,2	
4302	3.0321200000002104	12.08241999999688	 BREF ¯EL WC 750ML	BREFWC¯EL750	CHEMIA	7,49	szt	cena 9.99z³/l		=	20002	BREFWC¯EL750	BREF ¯EL WC 750ML	CHEMIA	7,49	
4303	3.0321300000002105	12.08242999999688	 BREF ¯EL DUO WC 750ML 2W1	BREFWC¯EL2W1	CHEMIA	7,49	szt	cena 9.99z³/l		=	17114	BREFWC¯EL2W1	BREF ¯EL DUO WC 750ML 2W1	CHEMIA	7,49	
4304	3.0321400000002106	12.082439999996879	 BREF WC ¯EL 400 ZAPAS	BREFWC400ML	CHEMIA	10,99	szt	cena 27.47z³/l		=	15412	BREFWC400ML	BREF WC ¯EL 400 ZAPAS	CHEMIA	10,99	
4305	3.0321500000002106	12.082449999996879	 BREF WC ¯EL 200 TROPIC ZAPAS	9000100185141	CHEMIA	6,99	szt	cena 34.95z³/l		=	21005	9000100185141	BREF WC ¯EL 200 TROPIC ZAPAS	CHEMIA	6,99	
4306	3.0321600000002107	12.082459999996878	 BREF WC ¯EL 200 SEA BREEZE ZAPAS	9000100185059	CHEMIA	6,99	szt	cena 34.95z³/l		=	13961	9000100185059	BREF WC ¯EL 200 SEA BREEZE ZAPAS	CHEMIA	6,99	
4307	3.0321700000002108	12.082469999996878	 BREF WC ¯EL 200 PINE ZAPAS	9000100362214	CHEMIA	6,99	szt	cena 3.50z³/100ml		=	28545	9000100362214	BREF WC ¯EL 200 PINE ZAPAS	CHEMIA	6,99	
4308	3.032180000000211	12.082479999996877	 BREF WC ¯EL 200 APPLE ZAPAS	9000100185080	CHEMIA	6,99	szt	cena 3.50z³/10ml		=	13951	9000100185080	BREF WC ¯EL 200 APPLE ZAPAS	CHEMIA	6,99	
4309	3.032190000000211	12.082489999996877	 BREF WC KULKI POWER ACTIV 50G	BREFPOWERA50G	CHEMIA	3,99	szt	cena 7.98z³/100g		=	14625	BREFPOWERA50G	BREF WC KULKI POWER ACTIV 50G	CHEMIA	3,99	
4310	3.032200000000211	12.082499999996877	 BREF WC KULKI POWER ACTIV 3SZTX50G	BREFPOWER3X50G	CHEMIA	7,99	op	cena 2.66z³/szt		=	18649	BREFPOWER3X50G	BREF WC KULKI POWER ACTIV 3SZTX50G	CHEMIA	7,99	
4311	3.032210000000211	12.082509999996876	 BREF WC KULKI POWER ACTIV 2SZTX50G	BREFPOWERA2X50G	CHEMIA	6,99	op	cena 3.50z³/szt		=	27149	BREFPOWERA2X50G	BREF WC KULKI POWER ACTIV 2SZTX50G	CHEMIA	6,99	
4312	3.032220000000211	12.082519999996876	 BREF WC KULKI BLUE ACTIV 50G	BREFBLUEA50G	CHEMIA	5,49	szt	cena 10.98z³/100g		=	19258	BREFBLUEA50G	BREF WC KULKI BLUE ACTIV 50G	CHEMIA	5,49	
4313	3.032230000000211	12.082529999996876	 BREF WC DUO-ACTIV ZAPAS 60ML	BREFDAZAP60ML	CHEMIA	4,99	szt			=	23916	BREFDAZAP60ML	BREF WC DUO-ACTIV ZAPAS 60ML	CHEMIA	4,99	
4314	3.032240000000211	12.082539999996875	 BREF WC DUO-ACTIV ZAPAS 3X60ML	BREFDAZAP3X60	CHEMIA	11,99	szt	cena 4.00z³/szt		=	13294	BREFDAZAP3X60	BREF WC DUO-ACTIV ZAPAS 3X60ML	CHEMIA	11,99	
4315	3.0322500000002113	12.082549999996875	 BREF WC DUO-ACTIV 60ML KOSZYCZEK	BREFDA60KOSZ	CHEMIA	5,99	szt	cena 9.98z³/100ml		=	19260	BREFDA60KOSZ	BREF WC DUO-ACTIV 60ML KOSZYCZEK	CHEMIA	5,99	
4316	3.0322600000002113	12.082559999996874	 BREF WC DUO STICK 6SZT PASKI 54G	BREF_DUOSTICK6	CHEMIA	3,99	szt	cena 0.67z³/pasek		=	16039	BREF_DUOSTICK6	BREF WC DUO STICK 6SZT PASKI 54G	CHEMIA	3,99	
4317	3.0322700000002114	12.082569999996874	 BREF P£.WC DISINF.750ML	9000100629539	CHEMIA	8,99	szt	cena 11.99z³/l		=	13470	9000100629539	BREF P£.WC DISINF.750ML	CHEMIA	8,99	
4318	3.0322800000002115	12.082579999996874	 BREF EFFECT ¯EL POWER 750ML	BREF750EFFECT	CHEMIA	8,99	szt	cena 11.99z³/l		=	14371	BREF750EFFECT	BREF EFFECT ¯EL POWER 750ML	CHEMIA	8,99	
4319	3.0322900000002115	12.082589999996873	 BRAIT POLITURA 400ML	BRAITMEBLE400	CHEMIA	7,98	szt	cena 19.95z³/l		=	22814	BRAITMEBLE400	BRAIT POLITURA 400ML	CHEMIA	7,98	
4320	3.0323000000002116	12.082599999996873	 BRAIT POLITURA 350ML	BRAITMEBLE350	CHEMIA	6,99	szt	cena 19.97z³/l		=	29684	BRAITMEBLE350	BRAIT POLITURA 350ML	CHEMIA	6,99	
4321	3.0323100000002117	12.082609999996873	 BRAIT ODŒWIE¯ACZ POW.75ML KNOT	BRAIT_ODŒW.75ML	CHEMIA	6,99	szt	cena 9.32z³/100ml		=	15016	BRAIT_ODŒW.75ML	BRAIT ODŒWIE¯ACZ POW.75ML KNOT	CHEMIA	6,99	
4322	3.0323200000002117	12.082619999996872	 BRAIT ODŒWIE¯ACZ 340ML AEROZOL	5901815006810	CHEMIA	4,99	szt	cena 1.47z³/100ml		=	11484	5901815006810	BRAIT ODŒWIE¯ACZ 340ML AEROZOL	CHEMIA	4,99	
4323	3.032330000000212	12.082629999996872	 BRAIT MAGIC FLOWER ODŒW.75ML	BRAITMAGICFL	CHEMIA	11,99	szt	cena 15.99z³/100ml		=	30702	BRAITMAGICFL	BRAIT MAGIC FLOWER ODŒW.75ML	CHEMIA	11,99	
4324	3.032340000000212	12.082639999996871	 BRAIT EL.ZAPAS 250ML	5908241707748	CHEMIA	8,99	szt			=	15883	5908241707748	BRAIT EL.ZAPAS 250ML	CHEMIA	8,99	
4325	3.032350000000212	12.082649999996871	 BOOSTER BABY 1L D/PR.PIELUSZ	5901474009108	CHEMIA	11,99	szt	cena 11.99z³/l		=	12576	5901474009108	BOOSTER BABY 1L D/PR.PIELUSZ	CHEMIA	11,99	
4326	3.032360000000212	12.08265999999687	 BONUX PR.6KG KOLOR	5413149251793	CHEMIA	28,99	szt	cena 4.83z³/kg		=	15634	5413149251793	BONUX PR.6KG KOLOR	CHEMIA	28,99	
4327	3.032370000000212	12.08266999999687	 BONUX PR.6,6KG REG	5413149957220	CHEMIA	31,99	szt	cena 4.85z³/kg		=	18640	5413149957220	BONUX PR.6,6KG REG	CHEMIA	31,99	
4328	3.032380000000212	12.08267999999687	 BONUX PR.6,6KG KOLOR	5413149872882	CHEMIA	31,99	szt	cena 4.85z³/kg		=	20253	5413149872882	BONUX PR.6,6KG KOLOR	CHEMIA	31,99	
4329	3.032390000000212	12.08268999999687	 BONUX PR.6,6KG AF	5413149872943	CHEMIA	31,99	szt	cena 4.85z³/kg		=	13551	5413149872943	BONUX PR.6,6KG AF	CHEMIA	31,99	
4330	3.0324000000002123	12.08269999999687	 BONUX PR.5KG KOL.COMP.	5413149308626	CHEMIA	26,99	szt	cena 5.40z³/kg		=	22618	5413149308626	BONUX PR.5KG KOL.COMP.	CHEMIA	26,99	
4331	3.0324100000002123	12.082709999996869	 BONUX PR.4KG BIA£Y	5413149248571	CHEMIA	23,99	szt	cena 6.00z³/kg		=	13795	5413149248571	BONUX PR.4KG BIA£Y	CHEMIA	23,99	
4332	3.0324200000002124	12.082719999996868	 BONUX PR.3,5KG AF	5413149818385	CHEMIA	21,99	szt	cena 6.28z³/kg		=	28663	5413149818385	BONUX PR.3,5KG AF	CHEMIA	21,99	
4333	3.0324300000002125	12.082729999996868	 BONUX PR.2KG KOLOR	5413149247994	CHEMIA	12,99	szt	cena 6.50z³/kg		=	15482	5413149247994	BONUX PR.2KG KOLOR	CHEMIA	12,99	
4334	3.0324400000002125	12.082739999996868	 BONUX PR.2,8KG KOLOR	4015600952570	CHEMIA	19,99	szt	cena 7.14z³/kg		=	27293	4015600952570	BONUX PR.2,8KG KOLOR	CHEMIA	19,99	
4335	3.0324500000002126	12.082749999996867	 BONUX PR.2,8KG BIA£Y	4015600914745	CHEMIA	19,99	szt	cena 7.14z³/kg		=	30381	4015600914745	BONUX PR.2,8KG BIA£Y	CHEMIA	19,99	
4336	3.0324600000002127	12.082759999996867	 BONUX PR. 400G C.KOLOR	5413149249233	CHEMIA	3,99	szt	cena 9.97z³/kg		=	12734	5413149249233	BONUX PR. 400G C.KOLOR	CHEMIA	3,99	
4337	3.0324700000002127	12.082769999996867	 BONUX PR. 400G C. ACTIVE	5413149246058	CHEMIA	3,99	szt	cena 9.97z³/kg		=	14873	5413149246058	BONUX PR. 400G C. ACTIVE	CHEMIA	3,99	
4338	3.032480000000213	12.082779999996866	 BOND ZEST.W.MANILIA TIGHT	5901501013610	KOSMETYKI	10,99	szt			=	14004	5901501013610	BOND ZEST.W.MANILIA TIGHT	KOSMETYKI	10,99	
4339	3.032490000000213	12.082789999996866	 BOND ZEST.W.MANILIA SPIRIT	5901501013641	KOSMETYKI	10,99	szt			=	31267	5901501013641	BOND ZEST.W.MANILIA SPIRIT	KOSMETYKI	10,99	
4340	3.032500000000213	12.082799999996865	 BOND ZEST.W.MANILIA GLOW	5901501013580	KOSMETYKI	10,99	szt			=	21711	5901501013580	BOND ZEST.W.MANILIA GLOW	KOSMETYKI	10,99	
4341	3.032510000000213	12.082809999996865	 BOND ZEST.3R.FRESH	5901501013245	KOSMETYKI	17,99	kpl			=	26662	5901501013245	BOND ZEST.3R.FRESH	KOSMETYKI	17,99	
4342	3.032520000000213	12.082819999996865	 BOND ZEST.3.HIGH TECH	5901501012941	KOSMETYKI	18,99	kpl			=	23191	5901501012941	BOND ZEST.3.HIGH TECH	KOSMETYKI	18,99	
4343	3.032530000000213	12.082829999996864	 BOND ZEST.3.ARCTIC	5901501012958	KOSMETYKI	17,99	kpl			=	28334	5901501012958	BOND ZEST.3.ARCTIC	KOSMETYKI	17,99	
4344	3.032540000000213	12.082839999996864	 BOND ZEST.2SPACEQUEST KOSMETYCZKA	5901501013061	KOSMETYKI	15,5	szt			=	25139	5901501013061	BOND ZEST.2SPACEQUEST KOSMETYCZKA	KOSMETYKI	15,5	
4345	3.0325500000002132	12.082849999996863	 BOND ZEST.2.SPACEQUEST	5901501013009	KOSMETYKI	13,99	kpl			=	20397	5901501013009	BOND ZEST.2.SPACEQUEST	KOSMETYKI	13,99	
4346	3.0325600000002133	12.082859999996863	 BOND ZEST.2.INTENSIVE	5901501010671	KOSMETYKI	13,99	kpl			=	19614	5901501010671	BOND ZEST.2.INTENSIVE	KOSMETYKI	13,99	
4347	3.0325700000002134	12.082869999996863	 BOND ZEST.2.FRESH	5901501010664	KOSMETYKI	13,99	kpl			=	27645	5901501010664	BOND ZEST.2.FRESH	KOSMETYKI	13,99	
4348	3.0325800000002134	12.082879999996862	 BOND PIANKA DO GOLENIA 200ML	5901501011081	KOSMETYKI	5,99	szt	cena 29.95z³/l		=	19317	5901501011081	BOND PIANKA DO GOLENIA 200ML	KOSMETYKI	5,99	
4349	3.0325900000002135	12.082889999996862	 BOND KR.D/GOL.SQ 100ML	5901501003116	KOSMETYKI	2,99	szt	cena 29.90z³/l		=	26328	5901501003116	BOND KR.D/GOL.SQ 100ML	KOSMETYKI	2,99	
4350	3.0326000000002136	12.082899999996862	 BOND KR.D/GOL.SM.100ML	5901501001495	KOSMETYKI	2,99	szt	cena 29.90z³/l		=	16183	5901501001495	BOND KR.D/GOL.SM.100ML	KOSMETYKI	2,99	
4351	3.0326100000002136	12.082909999996861	 BOND KR.D/GOL.70ML	5901501013399	KOSMETYKI	3,49	szt			=	12528	5901501013399	BOND KR.D/GOL.70ML	KOSMETYKI	3,49	
4352	3.0326200000002137	12.08291999999686	 BOND EDT100 M.SENSITIVE	5901501014723	KOSMETYKI	15,99	szt			=	12575	5901501014723	BOND EDT100 M.SENSITIVE	KOSMETYKI	15,99	
4353	3.0326300000002138	12.08292999999686	 BOND EDT W.M.TIGHT 50ML	5901501013603	KOSMETYKI	14,99	szt			=	12632	5901501013603	BOND EDT W.M.TIGHT 50ML	KOSMETYKI	14,99	
4354	3.032640000000214	12.08293999999686	 BOND EDT W.M.SPIRIT 50ML	5901501013634	KOSMETYKI	14,99	szt			=	22985	5901501013634	BOND EDT W.M.SPIRIT 50ML	KOSMETYKI	14,99	
